Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
biotics research sbo kit,52,52,40,,2.02,https://stores.proactivwellnesscenters.com/Biotics-Research-SBO-Kit_p_1983.html,0,0,0.00,0.95,2480,"[100,100,28,28,28,28,42,42,57,71,57,71]",2026-01-08,"Sitelinks, Image, People also ask, Related searches","navigational, transactional",Organic
pulsed electro magnetic field therapy,38,38,90,58,0.89,https://proactivwellnesscenters.com/hormone-replacement/pulsed-electro-magnetic-field-pemf-therapy/,0,0,0.00,1,3260000,"[0,1,1,2,0,1,0,1,1,1,100,1]",2026-01-24,"Sitelinks, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
semaglutide frederick,15,15,40,0,0.00,https://proactivwellnesscenters.com/medical-weight-loss/frederick/,0,0,0.00,0,102000,"[0,100,55,22,22,22,22,77,77,55,22]",2026-01-03,"Image, People also ask, Related searches",informational,Organic
semaglutide frederick,30,30,40,0,0.00,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/frederick/,0,0,0.00,0,102000,"[0,100,55,22,22,22,22,77,77,55,22]",2026-01-03,"Image, People also ask, Related searches",informational,Organic
benefits of fruits,71,71,720,81,0.04,https://proactivwellnesscenters.com/fruits-and-their-surprising-benefits/,0,0,0.00,0.03,581000000,"[31,31,25,31,46,68,16,37,13,31,37,46]",2026-01-07,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
health benefits of eating fruits,66,66,40,56,0.00,https://proactivwellnesscenters.com/fruits-and-their-surprising-benefits/,0,0,0.00,0.01,385000000,"[18,18,18,18,18,100,18,18,18,18,18,100]",2026-01-13,"Image pack, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
weight loss program near me,91,91,1600,49,9.18,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0.78,1190000000,"[29,66,7,19,16,23,8,23,16,23,10,12]",2026-01-23,"Local pack, Ads bottom, People also ask, Related searches",transactional,Organic
trt phone number,68,68,30,6,14.09,https://proactivwellnesscenters.com/trt/manassas/,0,0,0.00,0.49,6660000,"[22,22,22,100,22,22,22,22,22,22,22,22]",2026-01-14,"Video, People also ask, Related searches, AI overview",commercial,Organic
fruits and their benefits,33,33,480,67,0.04,https://proactivwellnesscenters.com/fruits-and-their-surprising-benefits/,0,0,0.00,0.41,501000000,"[44,66,66,54,81,66,100,66,54,44,54,44]",2026-02-01,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
lose weight clinic near me,40,40,260,10,9.37,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0.67,656000000,"[1,2,2,1,2,1,1,7,4,5,2,2]",2026-02-01,"Local pack, People also ask, Related searches",transactional,Organic
forum health greenville integrative doctor,88,88,90,19,2.01,https://proactivwellnesscenters.com/,0,0,0.00,0.09,40000,"[29,41,41,29,64,41,64,52,100,82,64,64]",2025-12-28,"Knowledge panel, Sitelinks, Video, Related searches","navigational, transactional",Organic
medical weight management near me,99,99,70,30,0.00,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0,1540000000,"[1,0,2,2,3,3,4,2,8,8,4,2]",2026-01-02,"Local pack, Sitelinks, Related searches",transactional,Organic
cirs mold symptoms,26,26,140,15,0.00,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/chevy-chase/,0,0,0.00,0,176000,"[22,22,10,14,18,29,29,66,43,35,43,35]",2026-02-08,"Image pack, Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
cirs mold symptoms,86,86,140,15,0.00,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/reston/,0,0,0.00,0,176000,"[22,22,10,14,18,29,29,66,43,35,43,35]",2026-02-08,"Image pack, Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
spas in tysons corner va,74,74,140,,1.11,https://proactivwellnesscenters.com/gainswave-therapy/tysons-corner/,0,0,0.00,0.49,238000,"[23,28,23,43,43,53,43,28,28,35,28,43]",2025-12-31,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
c677t mthfr mutation symptoms,56,56,90,24,0.07,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.05,97500,"[42,42,53,42,34,53,19,80,11,3,19,19]",2026-02-07,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical weight loss centers near me,37,37,140,30,0.00,https://proactivwellnesscenters.com/medical-weight-loss/martinsburg/,0,0,0.00,0,2110000000,"[9,9,12,15,12,19,19,15,44,29,15,5]",2025-12-31,"Local pack, Sitelinks, Related searches",transactional,Organic
how much is proactive,89,89,50,41,0.62,https://proactivwellnesscenters.com/contact-us/fees-payment/,0,0,0.00,0.82,159000000,"[15,12,15,12,6,15,6,15,21,21,21,15]",2025-12-29,"Sitelinks, Video, Image, Popular products, Related searches, AI overview",informational,Organic
proactiv tracking,13,13,50,37,0.00,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/charles-town/,0,0,0.00,0.33,51000,"[18,18,18,18,27,27,36,81,45,63,81,81]",2026-01-31,"Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
testosterone pellets for men near me,55,55,70,40,0.00,https://proactivwellnesscenters.com/trt/martinsburg/,0,0,0.00,0,1550000,"[4,19,19,9,4,33,42,42,66,52,66,66]",2026-01-28,"Local pack, Video, People also ask, Related searches",transactional,Organic
mold removal frederick,42,42,140,8,14.14,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/frederick/,0,0,0.00,0.79,552000,"[42,34,26,26,26,26,80,100,100,42,53,53]",2026-01-21,"Local pack, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
sot treatment,38,38,880,16,2.70,https://proactivwellnesscenters.com/hormone-replacement/supportive-oligonucleotide-therapy-sot/,0,0,0.00,0.02,14400000,"[67,45,67,100,76,55,55,55,76,45,76,55]",2026-02-01,"Featured snippet, Image, People also ask, Related searches, Discussions and forums",informational,Organic
bombay indian morgantown,57,57,90,25,1.66,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/alexandria/,0,0,0.00,0.03,30900,"[64,52,64,23,64,82,64,52,41,52,29,23]",2026-02-11,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
mthfr c677t heterozygous treatment,15,15,70,38,0.00,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.02,92000,"[45,45,45,45,27,63,81,100,36,63,63,81]",2025-12-28,"Video, Image, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
weight loss woodbridge va,16,16,30,9,7.43,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/woodbridge/,0,0,0.00,0.98,1050000,"[18,18,18,18,18,18,18,36,36,100,18,45]",2026-01-10,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
weight loss woodbridge va,30,30,30,9,7.43,https://proactivwellnesscenters.com/medical-weight-loss/woodbridge/,0,0,0.00,0.98,1050000,"[18,18,18,18,18,18,18,36,36,100,18,45]",2026-01-10,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
sweetgreen old town va,41,41,110,26,1.44,https://proactivwellnesscenters.com/medical-weight-loss/mclean/,0,0,0.00,0.03,60500,"[41,52,52,41,23,41,82,100,100,41,64,82]",2025-12-28,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
is mold contagious,79,79,90,34,0.00,https://proactivwellnesscenters.com/mold-illness-all-you-need-to-know/,0,0,0.00,0.02,3750000,"[52,41,41,52,41,41,41,64,64,64,100,52]",2026-02-12,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
is mold contagious,96,96,90,34,0.00,https://proactivwellnesscenters.com/mold-illness-all-you-need-to-know/,0,0,0.00,0.02,3750000,"[52,41,41,52,41,41,41,64,64,64,100,52]",2026-02-12,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
top nutrigenomics companies for health optimization,25,25,70,11,0.00,https://proactivwellnesscenters.com/personalized-precision-medicine-with-advanced-nutrigenomics/,0,0,0.00,0,81300,"[9,100,66,66,80,4,0,0,0]",2026-01-12,"Video, People also ask, Related searches, AI overview","commercial, informational",Organic
weight loss medication frederick md,21,21,70,0,0.00,https://proactivwellnesscenters.com/medical-weight-loss/frederick/,0,0,0.00,0,750000,"[19,42,23,4,23,23,19,14,66,66,52,100]",2026-01-15,"Local pack, People also ask, Related searches",commercial,Organic
weight loss medication frederick md,35,35,70,0,0.00,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/frederick/,0,0,0.00,0,750000,"[19,42,23,4,23,23,19,14,66,66,52,100]",2026-01-15,"Local pack, People also ask, Related searches",commercial,Organic
weight loss studies near me,69,69,260,25,5.85,https://proactivwellnesscenters.com/medical-weight-loss/pittsburgh/,0,0,0.00,0.94,962000000,"[43,43,53,82,82,100,82,100,100,53,53,53]",2026-02-01,"Local pack, Ads bottom, Related searches, AI overview","informational, transactional",Organic
revolution med dc,56,56,70,32,7.95,https://proactivwellnesscenters.com/medical-weight-loss/washington/,0,0,0.00,0.08,73700000,"[29,41,41,52,52,11,100,82,82,0,29,29]",2026-01-20,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
intestinal permeability symptoms,1,1,50,49,0.66,https://proactivwellnesscenters.com/intestinal-permeability-leaky-gut-diagnosis-and-treatment/,0,0,0.00,0.12,16200000,"[15,21,34,34,9,34,34,6,6,6,6,6]",2026-01-20,"Image pack, Sitelinks, Image, People also ask, Related searches, AI overview",informational,People also ask
brand: bioimmune,33,33,390,26,0.00,https://stores.proactivwellnesscenters.com/Bioimmune-Products_c_13.html,0,0,0.00,0,12800,"[100,0,0,0]",2026-01-30,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
dr bredesen protocol doctors near me,55,55,140,18,1.07,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/columbia/,0,0,0.00,0.4,10700,"[42,100,80,53,42,65,42,53,42,53,42,42]",2026-02-02,"Local pack, Video, Ads bottom, People also ask, Related searches, AI overview","informational, transactional",Organic
dr bredesen protocol doctors near me,82,82,140,18,1.07,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/reston/,0,0,0.00,0.4,10700,"[42,100,80,53,42,65,42,53,42,53,42,42]",2026-02-02,"Local pack, Video, Ads bottom, People also ask, Related searches, AI overview","informational, transactional",Organic
dr bredesen protocol doctors near me,92,92,140,18,1.07,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/reston/,0,0,0.00,0.4,10700,"[42,100,80,53,42,65,42,53,42,53,42,42]",2026-02-02,"Local pack, Video, Ads bottom, People also ask, Related searches, AI overview","informational, transactional",Organic
washington dc mold remediation,34,34,40,16,18.86,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/washington/,0,0,0.00,0.5,262000,"[0,0,27,18,36,27,27,27,100,81,36,9]",2026-01-04,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
weight loss in md,93,93,30,6,10.02,https://proactivwellnesscenters.com/medical-weight-loss/columbia/,0,0,0.00,0.44,767000000,"[45,45,63,18,0,45,9,18,18,18,18,18]",2025-12-22,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
what does being intentional mean,85,85,210,11,0.00,https://proactivwellnesscenters.com/how-being-intentional-can-change-your-life/,0,0,0.00,0,113000000,"[43,65,100,53,65,53,65,43,65,81,65,65]",2026-01-03,"Video, Related searches, AI overview",informational,Organic
treatment for mthfr gene mutation,16,16,170,41,0.48,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.25,1550000,"[80,15,26,100,65,100,26,65,80,80,53,65]",2025-12-22,"Sitelinks, Featured snippet, Image, People also ask, Related searches, Discussions and forums",informational,Organic
lyme literate doctors in virginia,16,16,40,11,1.94,https://proactivwellnesscenters.com/hormone-replacement/northern-virginia-lyme-disease-diagnosis-and-treatment-program/,0,0,0.00,0.39,9450,"[42,28,28,42,42,28,57,71,100,100,57,100]",2026-02-12,"Knowledge panel, People also ask, Related searches, AI overview",informational,Organic
weight doctors near me,41,41,140,50,9.38,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0.78,655000000,"[3,5,13,13,13,5,20,36,5,13,6,5]",2026-01-20,"Local pack, Ads bottom, People also ask, Related searches",transactional,Organic
weight loss near,63,63,50,47,7.65,https://proactivwellnesscenters.com/medical-weight-loss/martinsburg/,0,0,0.00,0.53,1470000000,"[22,44,55,44,100,77,55,55,55,55,77,77]",2025-12-31,"Local pack, Sitelinks, Video, Ads bottom, Related searches",commercial,Organic
reduced folic acid conversion treatment,56,56,50,,0.00,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0,5690000,"[45,45,36,45,36,45,45,45,63,36,45,45]",2026-01-24,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to know if there is mold in the house,1,1,30,51,1.03,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/alexandria/,0,0,0.00,0.66,231000000,"[11,11,11,11,17,11,11,11,11,64,11,11]",2026-01-14,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
true vitality medical center reviews,27,27,140,14,3.22,https://proactivwellnesscenters.com/trt/tysons-corner/,0,0,0.00,0.08,5910000,"[42,42,42,100,53,80,65,80,65,42,34,42]",2026-01-28,"Knowledge panel, Video, People also ask, Related searches, AI overview","commercial, navigational",Organic
loop wellness clinic,86,86,110,25,2.67,https://proactivwellnesscenters.com/medical-weight-loss/leesburg/,0,0,0.00,0.03,14500000,"[34,34,34,12,15,15,15,12,65,65,65,81]",2025-12-23,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
doctor prescribed weight loss medication lake mary,90,90,40,0,0.00,https://proactivwellnesscenters.com/medical-weight-loss/columbia/,0,0,0.00,0,4260000,"[14,14,42,71,57,42,28,100,100,100,100,100]",2026-02-17,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
doctor prescribed weight loss medication lake mary,91,91,40,0,0.00,https://proactivwellnesscenters.com/medical-weight-loss/columbia/,0,0,0.00,0,4260000,"[14,14,42,71,57,42,28,100,100,100,100,100]",2026-02-17,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
just lose weight rockville,23,23,70,24,2.59,https://proactivwellnesscenters.com/medical-weight-loss/rockville/,0,0,0.00,0.18,8730000,"[7,7,11,7,7,5,7,9,7,7,5,5]",2026-01-15,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
mthfr folinic acid,90,90,40,22,0.44,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.62,189000,"[0,3,0,100,0,0,0,0,0,21,0,0]",2026-02-11,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
local bhrt columbia sc,45,45,70,14,0.00,https://proactivwellnesscenters.com/gainswave-therapy/columbia/,0,0,0.00,0,3070,"[4,14,4,23,52,100]",2026-02-18,"Local pack, Sitelinks, People also ask, Related searches, AI overview",informational,Organic
vitamins for mthfr gene mutation,58,58,70,17,1.68,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,1,806000,"[15,7,15,11,7,7,11,19,42,42,65,34]",2026-01-21,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
mold testing frederick md,36,36,90,6,14.14,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/frederick/,0,0,0.00,0.79,835000,"[63,63,63,63,63,45,100,81,100,100,81,81]",2026-01-19,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
medicine leaky gut,74,74,90,38,2.06,https://proactivwellnesscenters.com/intestinal-permeability-leaky-gut-diagnosis-and-treatment/,0,0,0.00,1,2730000,"[64,50,50,21,0,100,78,35,78,100,100,78]",2026-02-11,"Sitelinks, Image, People also ask, Related searches, Discussions and forums",informational,Organic
richey wellness portal,53,53,90,10,0.00,https://proactivwellnesscenters.com/contact-us/epatientportal/,0,0,0.00,0,41600,"[100,100,100,36,45,100,100,100,100,18,18,63]",2025-12-23,"Sitelinks, Related searches",navigational,Organic
weight clinic near me,61,61,590,34,8.47,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0.68,613000000,"[59,88,59,72,72,59,59,72,48,32,39,39]",2026-02-13,"Local pack, People also ask, Related searches",transactional,Organic
proactive stores,13,13,30,38,1.00,https://proactivwellnesscenters.com/our-locations/,0,0,0.00,0.95,119000000,"[75,100,75,100,75,50,50,75,75,50,50,50]",2025-12-12,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
mens sexual wellness center chevy chase,10,10,40,25,0.00,https://proactivwellnesscenters.com/trt/chevy-chase/,0,0,0.00,0,383000,"[0,100,100,57,14]",2026-01-01,"Local pack, Featured snippet",informational,Organic
